SMILES
O=C1C=CC2=CC=C3C4=CC5=CC=CC6=C5C(=C4C=CC3=C2C1=O)C1=CC=CC2=CC=CC6=C21
CCOCCP(CCOCC)CCP(CCOCC)CCOCC
CCC1=NN=C(N)S1
O=C(O)CN1C=CN=C1
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
C1C[C@H]2CC[C@@H]1N=N2
C=CCSSC=CCS(=S)CC=C
[2H]C([2H])([2H])[N+](CCO)(C([2H])([2H])[2H])C([2H])([2H])[2H]
C1=CC2=C3C=CC=CC3=C2C=C1
C1=NNC=N1
CCCCB(CCCC)CCCC
N#CC[C@H](O)[C@H]1CS1
O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
C[Si](C)(C)C1=CC=CC([Si](C)(C)C)=C1
CC1(C(Cl)(Cl)Cl)C=CC(=NO)C=C1
BrC(Br)=CC=NN=CC=C(Br)Br
C=COC(C)C
C1=CC2=C(S1)C1=C(C=CS1)S2
O=[N+]([O-])C(OCOC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
C1=CC=C([Hg][OH+][Hg]C2=CC=CC=C2)C=C1
C1=CN(C2=NOC=N2)C=C1
CCCCC1=CN=CO1
C=CC1=NC(=S)CO1
N=C(N)NN(C(=N)N)S(=O)(=O)O
CC(=O)C#CC(=O)C(C)(C)C(C)C
S=C1N=C2C=CC=CC2=N1
C1[As]2C[As]3O[As]1C[As](O2)O3
CC(C=NNC(=N)N)=NNC(=N)N
O=[As](O)(O)C1=CC=CC=C1
[2H]C([2H])(C(=O)O)C([2H])([2H])C(=O)O
CC[C@H](/C=N/C(C)(C)C)P(C(C)C)C(C)C
C=C1C=COC(C)=C1O
OC1(C2(O)NN2)NN1
OCCSC1=CN=CC(SCCO)=N1
CN1C=[S][Cu]2(O1)ON(C)C=[S]2
O=[N+]([O-])C1=NNN=C1
NC1=NC(C(Cl)(Cl)Cl)=NS1
O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-]
CC(=O)N1C=CN(C(C)=O)C1
PCC(P)CP
CC(=O)C(C(C)=O)=C1SCCS1
ClP(Cl)N1CCOP1Cl
[B]C(C)(C)OC(C)(C)C(C)OBr
CCSC1=NN=C(SCC)NN1
CC(C)CNP(=O)(NCC(C)C)NCC(C)C
C[C@@H]1NCC(O)=NN=C1O
COP(=O)(OC)[C@H](O)C(Cl)(Cl)Cl
OC1=CN2C=CN=CC2=N1
C=NN(C)C=C(C)N
CCC1=NO[N+]([O-])=C1CC
CC1=CC(CO)=NN1C
O=P([O-])(O)CN(CCN(CP(=O)([O-])O)CP(=O)(O)O)CP(=O)([O-])O.[Sm+3]
C#CC(O)[Si](C)(C)C
NC1=CC=C(N=O)C(N)=N1
C1=NN(C2=COC=C2)N=C1
NC(=O)C#CC#CC#CCO
S=S1NC=CO1
CC1=CC=C(C=NNC(N)=S)O1
O=C(O)C1=NSN=C1O
N#CC#CC#N
N#C[S](O)O
O=C(O)C(Br)=C(Br)I
ClC1OC1(Cl)Cl
NC(N)=C1C=CN=C1
CC(C)CCN[S+](C)[O-]
Cl[Al](Cl)Cl
NC(=O)[C@H]1N=CN=C1N
CC(=CC(=O)Cl)C(=O)Cl
O=C1C=COO1
CC(C)(C)C=C=C=C=CC(C)(C)C
COC(=O)OC(=O)OC
O=BOB(O)OB(O)OB=O
C1=COC(C2=NNC=N2)=C1
C=CCOS(=O)(=O)SCC=C
C=CC(C)(C)C(=C)C(C)(C)O
CC(=O)C1=CNC=C1C
CCN=C1N=C(Cl)NC(=NCC)N1
[O-][N+]1=CC=[N+]([O-])C2=CC=CC=C21
N[C@@H](C[Se](=O)(=O)O)C(=O)O
CNC(=O)N(O)C(=O)O
CC[C@H](SS[C@@H](CC)OC)[S@@+](C)[O-]
O=S(=O)(CCCl)CCCl
C1CN(SSN2CCOCC2)CCO1
[2H]C([2H])([2H])SC([2H])([2H])[2H]
C[N+]([O-])=NCO
COC1=COC=CC1=O
CC1=CC=CC2=CC=CCN12
C=CC#CC#C/C(=C/C#CC#CC)[S@@H+](C)[O-]
IC1=CC=CC=C1
CCC(=O)N(C)N(C)C(=O)CC
CCCOS(=O)OCCC
CC[Se]C(=N)N
BrC1=C(Br)C(Br)(Br)C(Br)=C1Br
CC(C)=C1C=NNC1(C)C
O=P(O)(O)P(=O)(O)O
CN1C(Br)=C(Br)C(Br)=C1Br
N#CC1CC(Br)C(Br)N1
CCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O
O=C(O)[C@H]1NCCS1
NC1=CN([N+](=O)[O-])NN1N
CC1=CC=CC(C(Br)Br)=N1
O=[N+]([O-])C(Br)(CO)CO
O=S(=O)(O)COC1=CC=CC=N1
C[C@H]1N=C(N(C)C)N=C(N)N1
NC(=NO)C(N)=NO
CSCC(=O)C=NO
NC(=O)[C@H](O)[C@@H](O)C(N)=O
C[C@H](C=S=O)[C@H](C)C=S=O
OC(O)C(Br)(Br)Br
O=[N+]([O-])C1=CC=C(Br)O1
BrCC=C(CBr)CBr
CNC(=S)NCCSCC1=C(C)NC=N1
CC(=O)NC1=NNC=C1
COC(=O)C(C#N)=C1SC(=C(C#N)C(=O)OC)S1
C[C@H](CCl)N(C)C
CCCCCCCC(=O)O[Si]1(C)CCCC1
C1=CC[IH]C=C1
C1=CSC(C2=CC=C(C3=CC=CS3)S2)=C1
CC1CC(C)OC(=S)N1
O=C1SSC(Cl)=C1Cl
CCOP(=O)(SC1=CC=CC=C1)SC1=CC=CC=C1
O=P(CO)(CO)CO
NC1=C2N=CN=C2NC=N1
[O-][S+](SC1=CC=CC=N1)C1=CC=CC=N1
CC[S+]([O-])[S+]([O-])CC
O=S(=O)(O)OC1=CC(O)=C(OS(=O)(=O)O)C(O)=C1
N=C(N)NCCCOB1OCCO1
N#[N+]C=C(O)CCC(O)=C[N+]#N
O=P(Cl)(Cl)N(CCCl)CCCl
C=C(C1=CC=C(C)C=C1)P(=O)(O)O
C[S@H+]([O-])C[C@@H]1CCNC(=S)S1
NC1=NON=C1OCCOCCOC1=NON=C1N
OC[C@@H](O)C1OO1
C=C1NC(=C)C2=NON=C12
NC(N)=NS(=O)(=O)C1=CC=C(N)C=C1
C=NC1=NC2=COC=C2N1
[2H]C1=C([2H])C([2H])=C(CCO)C([2H])=C1[2H]
CNC(=O)ON=CC(C)(C)S(C)(=O)=O
CNC1=NN=NS1
CCC(C)SSC1=NC=CN1
C=CN1N=NN=C1O
C=NC1=CC2=NONC2=C1
O=C(OC(=C(Br)Br)C(Br)(Br)Br)C(Br)(Br)Br
NCCCN=C(N)NO
C[C@@H]1CC[C@@]2(SC#N)[C@@H]1[C@H]1[C@@H](CC[C@@H]2C)C1(C)C
CSSSC[S@@+](C)[O-]
CC(C)(C)[Si](C)(C)O[As](O[Si](C)(C)C(C)(C)C)O[Si](C)(C)C(C)(C)C
CC(=O)N(OCON(C(C)=O)C(C)=O)C(C)=O
O=C1NC(=O)[C@H](NC(=O)N[Al](O)O)N1
C[C@@H](O[PH](C)=O)C(C)(C)C
N#CSC1=CC=C(SC2=CC=C(SC#N)S2)S1
CNC(=O)CSP(=S)(OC)OC
ClP(Cl)C1CCCCC1
C=CCCCCCCCCCOC(=O)OCC(Cl)(Cl)Cl
OC1=NNC=C2C=NC=C21
BrC1=CC(Br)=C(OC2=CC(Br)=C(Br)C=C2Br)C=C1Br
O=C1N=C(O)C(=O)C(O)=N1
C1=NC2=NC=CN2N=C1
O=P(O)(O)CS
C1=CSC(N2CCCCC2)=C1
CC1=NC=C(CN)C(N)=N1
O=CC1=C(O)NCNC1
C=C(N=[N+]([O-])CC(C)C)C(=O)O
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
O=[As]O[As]=O
CS(=O)(=O)OC[C@H](OS(C)(=O)=O)[C@H](O)[C@H](O)[C@H](COS(C)(=O)=O)OS(C)(=O)=O
C=C1CCCN(CCl)CCC1Cl
CC1=CC(=O)NS(=O)(=O)O1
O=C(O)CCN1C=CC(=O)O1
ClCC1=NC(CCl)=NC(CCl)=N1
CC=CSC=CC
S=C1C2=CC=CC=C2OC2=CC=CC=C12
O=C1O[C@@H](O)C(Cl)=C1Cl
O=C1N=CC2=C1NC=CN2
CCCCCC(=O)C(Cl)=C(Cl)Br
O=C(O)C1CC(C(=O)O)SS1
CC(C)CC(=O)NC(=O)C(CC(C)C)=NO
C[Se](=O)O
C[Te]CC(=O)O
N#CN=[N+]([O-])C1=CC=C(C(=O)O)C=C1
CN(NO)C1=CC(=O)C=CC1=O
NC(=O)OP(=O)(O)O
NC(C=O)CSN=O
COCOC1=CC=CC=C1[P@@H](=O)O
CCCCS
O=C1N=C([O-])N(Cl)C(=O)N1Cl.[Na+]
C=C1C=C[C@H](Cl)C(Cl)=C1
BrC1=C2C=CC=CC2=C(Br)C=CC=C1
CCC(N=C(C)N(C)C)=C(C)C#N
COC(CNC(N)=O)C[Hg]Cl
O=C1C(=O)C(=O)C(=O)C1=O
CC(C)[C@](N)(CCP(=O)(O)O)C(=O)O
COC1=CC(=O)S[C@@H](CO)C1
CCCCCCCCCCCCCCCCC[As](C)(C)=O
OCC(O)CO[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
C=CC=CC#CC(=S)C=CC(=S)C#CC
NC1=NSC2=CC=CC=C12
O=C(O)C1C=CCN=C1
COS(C)(=O)=O
C1=CN(C2=NC=CO2)N=C1
CCCCCCCCN=C1C=CN(CCCCCCCCCCN2C=CC(=NCCCCCCCC)C=C2)C=C1
C[Si](C)(C)C1=CC([Si](C)(C)C)C=CC1[Si](C)(C)C
CO[N+]([O-])=CC=CC(=O)O
C/C=C/C#CC#CC#C[C@H]1[C@@H](Cl)[C@@H]1COC
CC1=CC(Cl)=C(I)C(Br)=C1
CC[Si]1(Cl)CC[Si](Cl)(Cl)CC1
S=C=S
C=C=C=C=O
N=C(N)S
O[Zn-](O)O
CC(C)(O)C#CC(C)(C)O
O=S(O)(O)=S
S1SSSSSSS1
O=C(O)P
O=[N+]([O-])O[Ag]
CO/C(C[C@H](C)O)=N/O
[H][H]
CCO[P@@](=O)(CCl)OC1=CC=CC=C1
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C
N[C@H](CC1=NNC=N1)C(=O)O
CON1C=CC=C1C(N)=O
O=C(O)C(O)=CC1=CC=NC=C1
NC(=O)NC(=O)NC1=CC=CC=C1I
C1=CSC(N=C2NCCN2)=N1
O=C(C#CC1=CC=CC=C1)OCCCCOC(=O)C#CC1=CC=CC=C1
OC1=NC=CC(S)=N1
COC(=O)NC(S)=NC1=CC=CC=C1N=C(S)NC(=O)OC
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br
C1=CC2=NN=NN2C=C1
CC(=O)OCCS(=O)(=O)Cl
CN1SSC=CC1(C)C
OC1=CC=C[N+](C2=CC=CC=C2)=C1
CN1CCN(C(=S)SSC(=S)N2CCN(C)CC2)CC1
O=C1C=CC2CO[C@H]1O2
N=C1C=CN2OC=CC2=N1
CN=C(Cl)C1=C(N)OCCO1
C=CCC(S)=NOS(=O)(=O)O
CS(=O)(=O)CS(=O)(=O)CC1=CC=CC=C1
CCCCC1=NCCCCC1
N[C@@H](CN1CCC(=O)O1)C(=O)O
C1=CN=CC(C2=CC=CN2)=C1
CO[C@H]([C@@H](OC)[N+](C)(C)C)[N+](C)(C)C
N#CC(Br)(Br)C(N)=O
CN1N=NC=C1CNCCN1C=CN=N1
O=C1C=C2C=COC=C2O1
C#CC(C)(C)OC1CN(C)CCO1
NCC=CC(=O)C1(N)N=CC=N1
O=C[C@@H]1C[C@@](Br)(CCl)[C@H](Cl)C[C@@H]1Cl
CCCOP(=S)(NNC(C)=C(C)N=O)OCCC
CC(C)=C1CC[S+]([O-])CC1
CCN(CC)N(O)N=O
CCC(C)C1=NN=CC=C1C
COC1=NN(CSC)C(=O)S1
CCOC1=C(C#N)N=CO1
C[Si](C)(C)N[Si](C)(C)C
O=C(Br)C(=O)Br
[2H][C@]12C=C(C)CC[C@@H]1C(=C)CC[C@@H]2C(C)C
NC1=CN=CC(Cl)=N1
NC1=CC=C2N=NOC2=C1
CNC(=O)C(=O)NC
CSCCC(=O)C(O)=COP(=O)(O)O
CC(C)CON=O
C[C@H]1O[C@@H]1[P@@](=O)(O)OP(=O)(O)O
OC1=CC2=C(C=C1O)SC1=CC(O)=C(O)C=C1S2
CC#CC#CC1=CSC=C1C#CC(Cl)CO
CC1=NN(C)C(S)=NC(=S)C1
NCC1=C(O)C=CC2=CC=CC=C12
C=CN1C=NC2=C1N=CO2
NC(O)=CC=C(N)O
COC1=C(C#N)C(=O)NC=C1
ClC1=NC(Cl)=NC(NC2=CC=CC=C2)=N1
NC(=CC(=O)O)CP(=O)(O)O
OC1C=CC(Br)=CC1O
N=C1OC=C2NC=CN=C21
C=C1N=C2NC(=C)OC2=N1
CCOC(=O)C(C)=NNC(C)=O
C1[SiH2]C[SiH2]C[SiH2]1
C1=COC(N2C=NN=C2)=C1
CC1(C)OOC(=O)C1(C)C
BrC1=C(Br)C(Br)=C(Br)S1
C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C=C(C)C(=O)O
CC(=O)N[C@H]1CCSC1=O
C1C[NH+]=C(C2=[NH+]CCN2)N1
CC(=O)ON1CN(C(C)=O)NON1
C=CN1C=C2C=NN=C2O1
O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
CCCCCC1=NC=C(C)S1
CC(=CCCC1=COC=C1)CC1=CC(C)=CO1
C[C@](Br)(CBr)C(Br)Br
OC1=NC=C[C@H](O)N1
CC(C)C[C@@H]1N=C(O)[C@H]([C@H](C)O)N=C1O
O=C(O)C(=O)C1=CNC=N1
C=C(O)C=CC(=O)C=O.CC(=O)C=CC(=O)C=O
C=C[N+](=O)NCCCCCCCC(=O)CCCCCCCC
COC(=O)N1C=CCC1
CNCCCSCCCSCCCNC
[B]N1C[C@H](NC)[C@@H](O)C1
CC1=COC2=NN=NC=C12
N=C(N)C1=CNN=C1
C[C@@H]1COCC[C@H]1CCO
CC(=O)C(C)C#N
CC/C=C/[S@+]([O-])C[C@H](N)C(=O)O
ClC1=NN=C(C2=CC=CC=C2)S1
O=P(O)(O)N(CCO)CC(O)CO
COC(=O)C1=CSN=N1
CC(C)N=C=NC(C)C
BrC1=NC(Br)=C(Br)N1
O=CC=CCl
CC1=CC=NC=C1S(=O)(=O)O
ClC1=CN=NN1CC1=CC=CC=C1
CC[C@@]1(C)CN=C(S)O1
[O-]N1C=CC=CC1=S.[O-]N1[CH]C=CCC1=S.[Zn+2]
O=CN(O)CC=CP(=O)(O)O
CNC(N)=S
CCC1=C(O)C(=N)CC1
CCOC1=NN=C(O)C(Br)=C1Br
CC(=O)SCC=C(C)C
CCN(CC)C(=O)CSC1=CC=C(Cl)N=N1
CCCP(C)(=S)CCC
O=C1C=CC2=C1NNN=C2
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H]
N[C@H]1N=N[C@H](C(=O)O)N1
CSC(C)=CC#CC1=CC=CC(=O)O1
CC(Cl)(C=O)/C=C\[C@@H](Br)[C@](C)(Cl)/C=C/Br
CCC(O)CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
N#CNC(=NC1CCCCC1)NC1CCCCC1
CC(=O)OC1=CNN=C1
CCCCCCCCCCCCOC1=CC(OCCCCCCCCCCCC)=NC(N)=N1
CC(=O)N1C[C@@H]2CN(C(=O)NC(C)C)CCN2C(C)(C)C1
CC1(O)CSC(C)(O)CS1
NCCCOCCOCCOCCN
CN(N)C=O
CCC1(C=O)CC=CO1
CCCCC(=NO)C1=CC=CC=C1
CC(=O)OC1=CCC=CO1
CCCCN1N=C(C)OC1=O
COP(=O)(NC(=O)OC(C)C)OC
CC1=CC2=NC(C)=CC3=NC(C)=CC(=N1)C23
CC1(C=NO)CC=CCC1
CC1=NNC(Cl)=C1[N+](=O)[O-]
COC(CCl)(CBr)OC
C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O
NC1=NCNC=C1
COC1=CC=C(NC(=S)C(C)=NNC(N)=S)C=C1
CCCC(Cl)C(C)(Cl)[N+](=O)[O-]
CC(C)C[C@@H]1SSCSSS1
CCC[C@H]1CC[C@H]2[C@H](C)[C@H](O)CC[C@H]2N1
CCCCCC/C=C\CCCCCCCCCCCCC#C[C@@H](OS(=O)(=O)O)C(=O)[O-].[Na+]
O=C1N=C(O)C(Br)=C1Br
CN(C)C1=NNC(=O)NC1=O
N=NC1=CN2C=CC=C2O1
COC(=O)C(O)=C(O)C(=O)OC
C=CC(C=CC)S(O)=S
CN1C=CN=C1C(C=O)(C1=NC=CN1C)C1=NC=CN1C
CCCCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl
[2H]OC(=O)C([2H])([2H])N([2H])[2H]
ClC1=NSSC1=NC1=NCCS1
O=C(O)C1=CSC(Cl)=C1Cl
NN=C1NN=CC2=CC=CC=C12
O=C(O)C1CSSSC1
O=C(CCC1=CC=C(Br)S1)C1=CC=C(Br)S1
CSC1=NSC(SC)=C1C#N
OC1=CC=CO1
O=C(O)[C@@H](Br)[C@H](Br)C(=O)O
CCCCCC=CCC(CC=CCCCCC)(P(=O)(O)O)P(=O)(O)O
CC1NC(C(C)C)SC(C)S1
O=P(O)(O)NC1=CC=C(Br)C=C1Br
O=C1NC2=CC=CC=C2S1
CCC=CCC#N
CC(C)(C)/C1=C/C=C/C=C/C=C/C=C/[C@@](O)(C(C)(C)C)C#C/C(C(C)(C)C)=C\C=C\C=C\C=C\C=C\[C@@](O)(C(C)(C)C)C#C1
CCN=O
N=C(N)N1C=NC=N1
CC1=CSCC(=O)N1
O=BOO
CC1CC(S)=CS1
C#C[Sr]C#C
C[N+](C)(C)O
C=CC=CC#CC1=CC=C(C#CC)SS1
ClC1=CC(N=NC2=CC=CC=C2)=C2C=CC=CC=C12
ClC(Cl)(Cl)Cl
CC(=O)C=CNC(C)(C)C
O=[N+]([O-])C1=NC=CN1
CC(C)(C)B(O)C1=CC=CC=C1
O=C(O)C(CS(=O)(=O)O)OP(=O)(O)O
C#C/C=C\C[C@H]1OO[C@@H]([C@@H](Br)CC)C/C=C\C[C@H]1Cl
O=C1N=CC2=CNC=CN21
CCCCCCCCCCCCCCOC1=CC=C(C(=O)O)O1
C[N+](C)([O-])[C@H]1C/C=C/C[C@H]([N+](C)(C)[O-])C/C=C/C1
C=C(C)C(=O)OCO[P+](=O)OCOC(=O)C(C)(C)C
ON=CC1=NOC(C2=CC(C=NO)=NO2)=C1
C=CC1=CN=C2ON=CN12
O=C(O)NC1N=C(O)N=C1O
CCCCCC(O)=S
C=CC1=NN2ON=CC2=C1
CC(C)[SiH](C(C)C)C(C)C
C=NC(=COC)CC
C=C(CCC)[C@H](N)C(=O)O
NC1=NON=C1C(=O)NNC(=O)C1=NON=C1N
ON=CC(Cl)(Cl)Cl
CC[C@@H](C)C(=O)SCSC
CC#CC#CC#CC#CC#C[C@@H](COC(C)=O)OC(C)=O
C1=C(C2=CSN=N2)N=NS1
C1=CSC(SSC2=CC=CS2)=C1
C[C@H](O)C(=O)O[Mg]OC(=O)[C@@H](C)O
N=C1C=CC2=CC=NON21
C1=COC(CN2C=CC=C2)=C1
CC1=C/C=C\C=C/C=C\C=C[C@H](C)CNC(=O)/C(C)=C\C=C/C=C\C=C/C=C\[C@H](C)CNC(=O)/C(C)=C\1
CCOC(=O)C(C#N)=C(SC)SC1=NC=CC=N1
CC#CC1=CC=C(C=CC(=O)OC)S1
OC1=NC2=NCN=C2C=N1
O=C1C=CN2N=CC=CN12
BrC(C(Br)=C(Br)C1=CC=CC=C1)=C(Br)C1=CC=CC=C1
O1[SiH2]O[SiH2]O[SiH2]1
C[C@H](N)C(=O)C1=NN=C(C(C)(C)C)O1
CC1=CC(C)=NC(Cl)=N1
O=C1C=CC=NN1
CCOC(=O)C1CNC(SC)NC1Cl
N#C[C@@H](Cl)Br
CCC(SSC(CC)C(C)C)C(C)C
CCOC(=O)N1C=CN(C)C1=S
C=C[C@H]1C(Cl)CCN1[B]OC
CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1
CC1=CC=C(C2OCC(CO)O2)C=C1.CC1=CC=C(C2OCC(O)CO2)C=C1.CC1=CC=CC(C2OCC(CO)O2)=C1.CC1=CC=CC(C2OCC(O)CO2)=C1.CC1=CC=CC=C1C1OCC(CO)O1.CC1=CC=CC=C1C1OCC(O)CO1
CO[P@@](=O)(O)OC1=NC(=O)CN1C
CSC=C1CCNC1=S
O=[N+]([O-])C1=CC=CC2=NSN=C12
O=P(O)(O)C(NC1=CC=C(Cl)C=N1)P(=O)(O)O
C1=CN2C=CC=C2CS1
NC1=COC=C2C=NN=C21
COC1=CC(OC)=C(C2=C(OC)C=C(OC(C)=O)C=C2OC)C(OC)=C1
O=C(O)CC1=CSC=C1
O=C1C(O)=C(O)C1=O
C=CC=CC=CC#CC#CC=CCOC(C)=O
CSC(=S)SCS(C)(=O)=O
O[C@H]1CC[C@H](O)C1(Cl)Cl
ClC1=C(Cl)C2=C(Cl)C=CC=C2N1
C1CCC2=NN=NN2CC1
N=C1C=CC2=C1N=CON2
CO[N+](=O)[CH-]C(=O)NC=CC(=O)O
C1=CNC(C2=CON=C2)=N1
CSC1=NN=CC(C(C)=NO)=N1
COC1C(S)=NCCC1SC
NC(OC=C(O)C(O)=CO)C(O)C(O)C(O)CO
C=C[C@H]1SC=CC[S@+]1[O-]
C#[N+]C1=CC=CC(N)=C1O
NC1=CC2=CC=NC2=NO1
CCC(O)=C1CCCCN1
OC=C1N=CC2=CN=CN12
CC1=NC2=NN=CC=C2O1
C1[As]2C[As]3S[As](C[As]13)S2
O=C1NC(=CC2=CC=CC=C2)C(=O)NC1=CC1=CC=CC=C1
CCCSOC(C)=O
CC(C)=CCN(CC=C(C)C)C(=N)N
CC1=CC=C(C(C2=CC=C(C)S2)C2=CC=C(C)S2)S1
C=C1OCC2=C[C@]1(C)N2
C#CCCC#CCCCCC=C
ClC1=C(C2C=C2)C1
